ID,NameType,TextKey
1,PREFIX_ALL,LOC_UNITNAME_PREFIX_1ST
2,PREFIX_ALL,LOC_UNITNAME_PREFIX_2ND
3,PREFIX_ALL,LOC_UNITNAME_PREFIX_3RD
4,PREFIX_ALL,LOC_UNITNAME_PREFIX_4TH
5,PREFIX_ALL,LOC_UNITNAME_PREFIX_AIMED
6,PREFIX_ALL,LOC_UNITNAME_PREFIX_ALPHA
7,PREFIX_ALL,LOC_UNITNAME_PREFIX_ALPINE
8,PREFIX_ALL,LOC_UNITNAME_PREFIX_ANGEL
9,PREFIX_ALL,LOC_UNITNAME_PREFIX_ARMORED
10,PREFIX_ALL,LOC_UNITNAME_PREFIX_BIG_RED
11,PREFIX_ALL,LOC_UNITNAME_PREFIX_BLACK
12,PREFIX_ALL,LOC_UNITNAME_PREFIX_BLOOD
13,PREFIX_ALL,LOC_UNITNAME_PREFIX_BLOODY
14,PREFIX_ALL,LOC_UNITNAME_PREFIX_BRAVE
15,PREFIX_ALL,LOC_UNITNAME_PREFIX_BULL
16,PREFIX_ALL,LOC_UNITNAME_PREFIX_CELESTIAL
17,PREFIX_ALL,LOC_UNITNAME_PREFIX_COLONIAL
18,PREFIX_ALL,LOC_UNITNAME_PREFIX_CRAZY
19,PREFIX_ALL,LOC_UNITNAME_PREFIX_DEAD_CENTER
20,PREFIX_ALL,LOC_UNITNAME_PREFIX_DEADLY
21,PREFIX_ALL,LOC_UNITNAME_PREFIX_DEATHS
22,PREFIX_ALL,LOC_UNITNAME_PREFIX_DELTA
23,PREFIX_ALL,LOC_UNITNAME_PREFIX_DESERT
24,PREFIX_ALL,LOC_UNITNAME_PREFIX_DIRTY
25,PREFIX_ALL,LOC_UNITNAME_PREFIX_DRAGON
26,PREFIX_ALL,LOC_UNITNAME_PREFIX_DRAWN
27,PREFIX_ALL,LOC_UNITNAME_PREFIX_ELITE
28,PREFIX_ALL,LOC_UNITNAME_PREFIX_FIGHTING
29,PREFIX_ALL,LOC_UNITNAME_PREFIX_FLYING
30,PREFIX_ALL,LOC_UNITNAME_PREFIX_GALLOPING
31,PREFIX_ALL,LOC_UNITNAME_PREFIX_GHOST
32,PREFIX_ALL,LOC_UNITNAME_PREFIX_GLORY
33,PREFIX_ALL,LOC_UNITNAME_PREFIX_GOLDEN
34,PREFIX_ALL,LOC_UNITNAME_PREFIX_GREAT
35,PREFIX_ALL,LOC_UNITNAME_PREFIX_GREEN
36,PREFIX_ALL,LOC_UNITNAME_PREFIX_GRIM
37,PREFIX_ALL,LOC_UNITNAME_PREFIX_HADES
38,PREFIX_ALL,LOC_UNITNAME_PREFIX_HELLISH
39,PREFIX_ALL,LOC_UNITNAME_PREFIX_HELLS
40,PREFIX_ALL,LOC_UNITNAME_PREFIX_HOLY
41,PREFIX_ALL,LOC_UNITNAME_PREFIX_INVINCIBLE
42,PREFIX_ALL,LOC_UNITNAME_PREFIX_IRON
43,PREFIX_ALL,LOC_UNITNAME_PREFIX_JUNGLE
44,PREFIX_ALL,LOC_UNITNAME_PREFIX_KINGS
45,PREFIX_ALL,LOC_UNITNAME_PREFIX_LAVA
46,PREFIX_ALL,LOC_UNITNAME_PREFIX_LIGHT
