ID,CivilizationType,LeaderType,ContinentType,CityName,SortIndex
1,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_WASHINGTON,0
2,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_NEW_YORK,0
3,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_PHILADELPHIA,0
4,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_BOSTON,0
5,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_BALTIMORE,0
6,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_CHARLESTON,0
7,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_NEW_ORLEANS,0
8,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_CINCINNATI,0
9,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_LOS_ANGELES,0
10,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_ST_LOUIS,0
11,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_CHICAGO,0
12,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_BUFFALO,0
13,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SAN_FRANCISCO,0
14,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_CLEVELAND,0
15,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_DETROIT,0
16,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_HOUSTON,0
17,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_ATLANTA,0
18,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_DALLAS,0
19,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SAN_DIEGO,0
20,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_PHOENIX,0
21,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SAN_ANTONIO,0
22,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SAN_JOSE,0
23,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SEATTLE,0
24,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_PORTLAND,0
25,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_MIAMI,0
26,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_DENVER,0
27,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_JACKSONVILLE,0
28,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_KANSAS_CITY,0
29,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_RICHMOND,0
30,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_PITTSBURGH,0
31,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_LAS_VEGAS,0
32,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_ALBUQUERQUE,0
33,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_MINNEAPOLIS,0
34,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SPARKS,0
35,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_NASHVILLE,0
36,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SAN_JUAN,0
37,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_PROVIDENCE,0
38,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_SPRINGFIELD,0
39,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_BOISE,0
40,CIVILIZATION_AMERICA,,,LOC_CITY_NAME_CENTRALIA,0
41,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_MECCA,0
42,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_CAIRO,0
43,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_MEDINA,0
44,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_DAMASCUS,0
45,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_BAGHDAD,0
46,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_ALEPPO,0
47,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_SANAA,0
48,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_HATTIN,0
49,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_DAMIETTA,0
50,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_HOMS,0
51,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_JEDDAH,0
52,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_HALAB,0
53,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_ADEN,0
54,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_BARQAH,0
55,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_AR_RAQQAH,0
56,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_TRIPOLI,0
57,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_AYDHAB,0
58,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_TAIF,0
59,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_TABUK,0
60,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_HAMA,0
61,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_AL_BAB,0
62,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_SUEZ,0
63,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_AQABA,0
64,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_TAIZZ,0
65,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_AL_QUNFUDHAH,0
66,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_ZABID,0
67,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_BILBEIS,0
68,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_AL_KARAK,0
69,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_AYLA,0
70,CIVILIZATION_ARABIA,,,LOC_CITY_NAME_IRBID,0
71,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_RIO_DE_JANEIRO,0
72,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_SAO_PAULO,0
73,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_SALVADOR,0
74,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_BRASILIA,0
75,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_FORTALEZA,0
76,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_MANAUS,0
77,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_CURITIBA,0
78,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_RECIFE,0
79,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_PORTO_ALEGRE,0
80,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_BELEM,0
81,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_GUARULHOS,0
82,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_NATAL,0
83,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_CAMPINAS,0
84,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_SAO_LUIS,0
85,CIVILIZATION_BRAZIL,,,LOC_CITY_NAME_MACEIO,0
108,CIVILIZATION_CHINA,,,LOC_CITY_NAME_XIAN,0
109,CIVILIZATION_CHINA,,,LOC_CITY_NAME_BEIJING,0
110,CIVILIZATION_CHINA,,,LOC_CITY_NAME_TAIYUAN,0
111,CIVILIZATION_CHINA,,,LOC_CITY_NAME_CHENGDU,0
112,CIVILIZATION_CHINA,,,LOC_CITY_NAME_JIAODONG,0
113,CIVILIZATION_CHINA,,,LOC_CITY_NAME_CHANGSHA,0
114,CIVILIZATION_CHINA,,,LOC_CITY_NAME_LONGXI,0
115,CIVILIZATION_CHINA,,,LOC_CITY_NAME_GUANGZHOU,0
116,CIVILIZATION_CHINA,,,LOC_CITY_NAME_HANDAN,0
117,CIVILIZATION_CHINA,,,LOC_CITY_NAME_SHENYANG,0
118,CIVILIZATION_CHINA,,,LOC_CITY_NAME_SHANGHAI,0
119,CIVILIZATION_CHINA,,,LOC_CITY_NAME_WUHAN,0
120,CIVILIZATION_CHINA,,,LOC_CITY_NAME_YIYANG,0
121,CIVILIZATION_CHINA,,,LOC_CITY_NAME_XIURONG,0
122,CIVILIZATION_CHINA,,,LOC_CITY_NAME_CHEN,0
123,CIVILIZATION_CHINA,,,LOC_CITY_NAME_XINGZHOU,0
124,CIVILIZATION_CHINA,,,LOC_CITY_NAME_QUXIAN,0
125,CIVILIZATION_CHINA,,,LOC_CITY_NAME_NANJING,0
126,CIVILIZATION_CHINA,,,LOC_CITY_NAME_LANGFANG,0
127,CIVILIZATION_CHINA,,,LOC_CITY_NAME_LINZI,0
128,CIVILIZATION_CHINA,,,LOC_CITY_NAME_JIUJIANG,0
129,CIVILIZATION_CHINA,,,LOC_CITY_NAME_KAIFENG,0
130,CIVILIZATION_CHINA,,,LOC_CITY_NAME_XUZHOU,0
131,CIVILIZATION_CHINA,,,LOC_CITY_NAME_HEFEI,0
